sistema_id,sistema,tipo_equipamento_id,tipo_equipamento,dt_prevista,dt_realizada,tempo,executor_id,executor,criticidade,tipo
664,CLIMATIZAÇÃO,22,AR CONDICIONADO SPLIT,2022-07-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,22,AR CONDICIONADO SPLIT,2023-01-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,22,AR CONDICIONADO SPLIT,2023-01-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,22,AR CONDICIONADO SPLIT,2023-01-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-02-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-02-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-02-01,,,151,TOP AR,1,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-02-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-02-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-04-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-07-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-07-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2022-07-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2023-01-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2023-01-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2023-01-01,,,151,TOP AR,2,PREVENTIVA
664,CLIMATIZAÇÃO,23,AR CONDICIONADO SPLIT PISO TETO,2023-01-01,,,151,TOP AR,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-02-01,,,123,BOMBAS CLEAN,1,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-04-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-04-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-04-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-07-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-07-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2022-07-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2023-01-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2023-01-01,,,123,BOMBAS CLEAN,2,PREVENTIVA
658,COMBATE CONTRA INCÊNDIO E PÂNICO,24,BOMBA DE INCÊNDIO ELÉTRICA,2023-01-01,,,123,BOMBAS CLEAN,1,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-02-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-04-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-04-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-04-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-04-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-04-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2022-04-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2023-01-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2023-01-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2023-01-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2023-01-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,10,AUTOCLAVE,2023-01-01,,,152,MEDCLINIC,2,PREVENTIVA
3384,EQUIPAMENTOS MÉDICO-HOSPITALARES,13,CAMA HOSPITALAR,2022-01-02,2022-01-02,0,155,EZEQUIAS,2,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-07-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-07-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-07-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2023-01-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-04-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-07-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2023-01-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-07-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2023-01-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2022-02-01,,,152,MEDCLINIC,,PREVENTIVA
3243,ENGENHARIA CLÍNICA,149,LAVADORA ULTRASSÔNICA,2023-01-01,,,152,MEDCLINIC,,PREVENTIVA
1565,HELIPONTO,,,2022-02-01,,,157,SILVEIRA,3,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2023-01-01,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
661,ESQUADRIA,,,2022-01-08,,,159,JEFFERSON,4,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-02-01,,,154,SECURITY,3,PREVENTIVA
661,ESQUADRIA,,,2022-04-01,,,159,JEFFERSON,3,PREVENTIVA
1089,BOMBAS,,,2022-04-01,,,157,SILVEIRA,3,PREVENTIVA
1089,BOMBAS,,,2022-04-01,,,157,SILVEIRA,3,PREVENTIVA
1089,BOMBAS,,,2022-04-01,,,157,SILVEIRA,3,PREVENTIVA
1565,HELIPONTO,,,2022-02-01,,,157,SILVEIRA,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,1,PREVENTIVA
1562,SEGURANÇA,,,2022-04-01,,,154,SECURITY,3,PREVENTIVA
661,ESQUADRIA,,,2022-02-01,,,159,JEFFERSON,3,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
662,PISOS E REVESTIMENTOS,,,2022-01-02,,,159,JEFFERSON,4,PREVENTIVA
